Time,Level,Content,LineId,EventId,EventTemplate
Sun Dec 04 20:21:09 2005,notice,jk2_init() Found child 1932 in scoreboard slot 8,944,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:21:08 2005,notice,jk2_init() Found child 1933 in scoreboard slot 6,945,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:21:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,946,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:21:31 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,947,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:21:31 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,948,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:21:37 2005,notice,jk2_init() Found child 1934 in scoreboard slot 9,949,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:21:36 2005,error,mod_jk child workerEnv in error state 6,950,E1,mod child worker error state <*>
Sun Dec 04 20:22:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,951,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:22:12 2005,notice,jk2_init() Found child 1936 in scoreboard slot 8,952,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:22:12 2005,notice,jk2_init() Found child 1935 in scoreboard slot 7,953,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:22:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,954,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:22:52 2005,error,mod_jk child workerEnv in error state 7,955,E1,mod child worker error state <*>
Sun Dec 04 20:22:57 2005,notice,jk2_init() Found child 1937 in scoreboard slot 6,956,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:23:12 2005,notice,jk2_init() Found child 1938 in scoreboard slot 9,957,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:24:45 2005,notice,jk2_init() Found child 1950 in scoreboard slot 9,958,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:24:45 2005,notice,jk2_init() Found child 1951 in scoreboard slot 7,959,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:24:45 2005,notice,jk2_init() Found child 1949 in scoreboard slot 6,960,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:24:45 2005,notice,jk2_init() Found child 1948 in scoreboard slot 8,961,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:24:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,962,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:24:49 2005,error,mod_jk child workerEnv in error state 8,963,E1,mod child worker error state <*>
Sun Dec 04 20:24:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,964,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:24:49 2005,error,mod_jk child workerEnv in error state 8,965,E1,mod child worker error state <*>
Sun Dec 04 20:24:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,966,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:24:49 2005,error,mod_jk child workerEnv in error state 6,967,E1,mod child worker error state <*>
Sun Dec 04 20:24:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,968,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:24:49 2005,error,mod_jk child workerEnv in error state 7,969,E1,mod child worker error state <*>
Sun Dec 04 20:26:10 2005,notice,jk2_init() Found child 1957 in scoreboard slot 8,970,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:26:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,971,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:26:54 2005,error,mod_jk child workerEnv in error state 6,972,E1,mod child worker error state <*>
Sun Dec 04 20:26:58 2005,notice,jk2_init() Found child 1959 in scoreboard slot 9,973,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:26:58 2005,notice,jk2_init() Found child 1958 in scoreboard slot 6,974,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:27:43 2005,notice,jk2_init() Found child 1961 in scoreboard slot 8,975,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:28:00 2005,notice,jk2_init() Found child 1962 in scoreboard slot 6,976,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:28:00 2005,notice,jk2_init() Found child 1963 in scoreboard slot 9,977,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:28:26 2005,notice,jk2_init() Found child 1964 in scoreboard slot 7,978,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:28:39 2005,notice,jk2_init() Found child 1966 in scoreboard slot 6,979,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:28:39 2005,notice,jk2_init() Found child 1967 in scoreboard slot 9,980,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:28:39 2005,notice,jk2_init() Found child 1965 in scoreboard slot 8,981,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:29:34 2005,notice,jk2_init() Found child 1970 in scoreboard slot 6,982,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:30:59 2005,notice,jk2_init() Found child 1984 in scoreboard slot 10,983,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:31:35 2005,notice,jk2_init() Found child 1990 in scoreboard slot 9,984,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:32:37 2005,notice,jk2_init() Found child 1999 in scoreboard slot 6,985,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:32:37 2005,notice,jk2_init() Found child 2000 in scoreboard slot 7,986,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:32:37 2005,notice,jk2_init() Found child 1998 in scoreboard slot 9,987,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:32:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,988,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:32:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,989,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:32:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,990,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:32:55 2005,error,mod_jk child workerEnv in error state 10,991,E1,mod child worker error state <*>
Sun Dec 04 20:32:55 2005,error,mod_jk child workerEnv in error state 6,992,E1,mod child worker error state <*>
Sun Dec 04 20:32:55 2005,error,mod_jk child workerEnv in error state 10,993,E1,mod child worker error state <*>
Sun Dec 04 20:33:35 2005,notice,jk2_init() Found child 2002 in scoreboard slot 8,994,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:33:35 2005,notice,jk2_init() Found child 2001 in scoreboard slot 9,995,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:33:47 2005,notice,jk2_init() Found child 2005 in scoreboard slot 7,996,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:33:47 2005,notice,jk2_init() Found child 2004 in scoreboard slot 6,997,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:34:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,998,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:34:14 2005,error,mod_jk child workerEnv in error state 6,999,E1,mod child worker error state <*>
Sun Dec 04 20:34:20 2005,notice,jk2_init() Found child 2007 in scoreboard slot 8,1000,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:34:20 2005,notice,jk2_init() Found child 2006 in scoreboard slot 9,1001,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:34:21 2005,notice,jk2_init() Found child 2008 in scoreboard slot 6,1002,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:34:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1003,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:34:25 2005,error,mod_jk child workerEnv in error state 7,1004,E1,mod child worker error state <*>
Sun Dec 04 20:34:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1005,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:34:25 2005,error,mod_jk child workerEnv in error state 9,1006,E1,mod child worker error state <*>
Sun Dec 04 20:34:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1007,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:34:25 2005,error,mod_jk child workerEnv in error state 7,1008,E1,mod child worker error state <*>
Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2028 in scoreboard slot 9,1009,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2027 in scoreboard slot 7,1010,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2029 in scoreboard slot 8,1011,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:37:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1012,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:37:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1013,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:37:49 2005,error,mod_jk child workerEnv in error state 6,1014,E1,mod child worker error state <*>
Sun Dec 04 20:37:49 2005,error,mod_jk child workerEnv in error state 6,1015,E1,mod child worker error state <*>
Sun Dec 04 20:38:10 2005,notice,jk2_init() Found child 2030 in scoreboard slot 6,1016,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:38:10 2005,notice,jk2_init() Found child 2031 in scoreboard slot 7,1017,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:38:11 2005,notice,jk2_init() Found child 2032 in scoreboard slot 9,1018,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1019,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1020,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1021,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 6,1022,E1,mod child worker error state <*>
Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 6,1023,E1,mod child worker error state <*>
Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 7,1024,E1,mod child worker error state <*>
Sun Dec 04 20:41:12 2005,notice,jk2_init() Found child 2042 in scoreboard slot 8,1025,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:41:47 2005,notice,jk2_init() Found child 2045 in scoreboard slot 9,1026,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:42:42 2005,notice,jk2_init() Found child 2051 in scoreboard slot 8,1027,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2059 in scoreboard slot 7,1028,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2060 in scoreboard slot 9,1029,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:44:30 2005,notice,jk2_init() Found child 2061 in scoreboard slot 8,1030,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:47:16 2005,notice,jk2_init() Found child 2081 in scoreboard slot 6,1031,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:47:16 2005,error,jk2_init() Can't find child 2082 in scoreboard,1032,E1,<*> Can' find child <*> scoreboard
Sun Dec 04 20:47:16 2005,notice,jk2_init() Found child 2083 in scoreboard slot 8,1033,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1034,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:47:16 2005,error,mod_jk child workerEnv in error state 6,1035,E1,mod child worker error state <*>
Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1036,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:47:16 2005,error,mod_jk child init 1 -2,1037,E1,mod child <*>
Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1038,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:47:16 2005,error,mod_jk child workerEnv in error state 9,1039,E1,mod child worker error state <*>
Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2085 in scoreboard,1040,E1,<*> Can' find child <*> scoreboard
Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1041,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,1042,E1,mod child <*>
Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2086 in scoreboard,1043,E1,<*> Can' find child <*> scoreboard
Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1044,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,1045,E1,mod child <*>
Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2087 in scoreboard,1046,E1,<*> Can' find child <*> scoreboard
Sun Dec 04 20:47:17 2005,notice,jk2_init() Found child 2084 in scoreboard slot 9,1047,E1,<*> Found child <*> scoreboard slot <*>
Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1048,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:47:17 2005,error,mod_jk child workerEnv in error state 7,1049,E1,mod child worker error state <*>
Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1050,E2,worker etc httpd conf workers <*> properties
Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,1051,E1,mod child <*>
Mon Dec 05 01:04:31 2005,error,[client 218.62.18.218] Directory index forbidden by rule: /var/www/html/,1052,E4,client <*> Directory index forbidden rule var www html
Mon Dec 05 01:30:32 2005,error,[client 211.62.201.48] Directory index forbidden by rule: /var/www/html/,1053,E4,client <*> Directory index forbidden rule var www html
Mon Dec 05 03:21:00 2005,notice,jk2_init() Found child 2760 in scoreboard slot 6,1054,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:21:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1055,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:21:02 2005,error,mod_jk child workerEnv in error state 6,1056,E1,mod child worker error state <*>
Mon Dec 05 03:23:21 2005,notice,jk2_init() Found child 2763 in scoreboard slot 7,1057,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:23:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1058,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:23:24 2005,error,mod_jk child workerEnv in error state 6,1059,E1,mod child worker error state <*>
Mon Dec 05 03:23:24 2005,error,[client 218.207.61.7] Directory index forbidden by rule: /var/www/html/,1060,E4,client <*> Directory index forbidden rule var www html
Mon Dec 05 03:25:44 2005,notice,jk2_init() Found child 2773 in scoreboard slot 6,1061,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:25:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1062,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:25:46 2005,error,mod_jk child workerEnv in error state 6,1063,E1,mod child worker error state <*>
Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2813 in scoreboard slot 7,1064,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2815 in scoreboard slot 8,1065,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2812 in scoreboard slot 6,1066,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2811 in scoreboard slot 9,1067,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1068,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1069,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1070,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1071,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,1072,E1,mod child worker error state <*>
Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,1073,E1,mod child worker error state <*>
Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,1074,E1,mod child worker error state <*>
Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,1075,E1,mod child worker error state <*>
Mon Dec 05 03:40:46 2005,notice,jk2_init() Found child 2823 in scoreboard slot 9,1076,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:40:55 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1077,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:40:55 2005,error,mod_jk child workerEnv in error state 6,1078,E1,mod child worker error state <*>
Mon Dec 05 03:44:50 2005,notice,jk2_init() Found child 2824 in scoreboard slot 10,1079,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:44:50 2005,error,[client 168.20.198.21] Directory index forbidden by rule: /var/www/html/,1080,E4,client <*> Directory index forbidden rule var www html
Mon Dec 05 03:44:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1081,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:44:50 2005,error,mod_jk child workerEnv in error state 6,1082,E1,mod child worker error state <*>
Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2838 in scoreboard slot 10,1083,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2836 in scoreboard slot 9,1084,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2837 in scoreboard slot 6,1085,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:46:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1086,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:47:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1087,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2840 in scoreboard slot 8,1088,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2841 in scoreboard slot 6,1089,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2842 in scoreboard slot 9,1090,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2846 in scoreboard slot 9,1091,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2843 in scoreboard slot 7,1092,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2844 in scoreboard slot 8,1093,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2845 in scoreboard slot 6,1094,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1095,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,1096,E1,mod child worker error state <*>
Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1097,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,1098,E1,mod child worker error state <*>
Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1099,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 7,1100,E1,mod child worker error state <*>
Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1101,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 6,1102,E1,mod child worker error state <*>
Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2857 in scoreboard slot 9,1103,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:50:50 2005,notice,jk2_init() Found child 2854 in scoreboard slot 7,1104,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2855 in scoreboard slot 8,1105,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2856 in scoreboard slot 6,1106,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1107,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1108,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1109,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1110,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,1111,E1,mod child worker error state <*>
Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,1112,E1,mod child worker error state <*>
Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,1113,E1,mod child worker error state <*>
Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,1114,E1,mod child worker error state <*>
Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2866 in scoreboard slot 7,1115,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2867 in scoreboard slot 8,1116,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2865 in scoreboard slot 9,1117,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2864 in scoreboard slot 6,1118,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1119,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,1120,E1,mod child worker error state <*>
Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1121,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,1122,E1,mod child worker error state <*>
Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1123,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,1124,E1,mod child worker error state <*>
Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1125,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,1126,E1,mod child worker error state <*>
Mon Dec 05 04:00:55 2005,notice,jk2_init() Found child 2877 in scoreboard slot 10,1127,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2883 in scoreboard slot 9,1128,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2878 in scoreboard slot 7,1129,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2880 in scoreboard slot 8,1130,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2879 in scoreboard slot 6,1131,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1132,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,1133,E1,mod child worker error state <*>
Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1134,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,1135,E1,mod child worker error state <*>
Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1136,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,1137,E1,mod child worker error state <*>
Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1138,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,1139,E1,mod child worker error state <*>
Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3667 in scoreboard slot 7,1140,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3669 in scoreboard slot 6,1141,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:06:27 2005,notice,jk2_init() Found child 3670 in scoreboard slot 8,1142,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1143,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,1144,E2,worker etc httpd conf workers <*> properties
Mon Dec 05 04:06:45 2005,error,mod_jk child workerEnv in error state 6,1145,E1,mod child worker error state <*>
Mon Dec 05 04:06:45 2005,error,mod_jk child workerEnv in error state 6,1146,E1,mod child worker error state <*>
Mon Dec 05 04:07:23 2005,notice,jk2_init() Found child 3672 in scoreboard slot 7,1147,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:07:37 2005,notice,jk2_init() Found child 3673 in scoreboard slot 6,1148,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:07:48 2005,notice,jk2_init() Found child 3675 in scoreboard slot 9,1149,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:07:48 2005,notice,jk2_init() Found child 3674 in scoreboard slot 8,1150,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3678 in scoreboard slot 8,1151,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3681 in scoreboard slot 6,1152,E1,<*> Found child <*> scoreboard slot <*>
Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3679 in scoreboard slot 9,1153,E1,<*> Found child <*> scoreboard slot <*>
