Time,Component,Pid,Content,LineId,EventId,EventTemplate
20171223-22:24:59:191,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27743510,948,E58,set Today Total Detail Steps <*>
20171223-22:24:59:206,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,949,E4,calculate Calories With Cache total Calories <*>
20171223-22:24:59:210,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,950,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:25:0:162,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,951,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:25:13:8,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,952,E41,Receive action android intent action SCREEN<*> 
20171223-22:28:38:344,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,953,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:29:8:492,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,954,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:30:12:959,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,955,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:30:23:988,Step_LSC,30002312,onStandStepChanged 3761,956,E42,Stand Step Changed <*>
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039112000 0 0 5,957,E69,Extend <*>
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039172000 0 0 5,958,E69,Extend <*>
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039232000 0 0 5,959,E69,Extend <*>
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039292000 0 0 5,960,E69,Extend <*>
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039352000 0 0 5,961,E69,Extend <*>
20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039412000 0 0 0,962,E69,Extend <*>
20171223-22:30:24:25,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,963,E41,Receive action android intent action SCREEN<*> 
20171223-22:30:24:27,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,964,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:30:24:27,Step_StandStepCounter,30002312,flush sensor data,965,E12,flush sensor data
20171223-22:30:24:28,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27743510,966,E22,get Today Total Detail Steps <*>
20171223-22:30:24:28,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346,967,E58,set Today Total Detail Steps <*>
20171223-22:30:24:28,Step_LSC,30002312,onStandStepChanged 3761,968,E42,Stand Step Changed <*>
20171223-22:30:24:40,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,969,E4,calculate Calories With Cache total Calories <*>
20171223-22:30:24:45,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,970,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:30:24:46,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,971,E47,REPORT <*>
20171223-22:30:24:129,Step_LSC,30002312,onStandStepChanged 3761,972,E42,Stand Step Changed <*>
20171223-22:30:24:132,Step_LSC,30002312,onExtend:1514039424000 0 0 0,973,E69,Extend <*>
20171223-22:30:24:347,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068346,974,E22,get Today Total Detail Steps <*>
20171223-22:30:24:348,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068666,975,E58,set Today Total Detail Steps <*>
20171223-22:30:24:355,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,976,E4,calculate Calories With Cache total Calories <*>
20171223-22:30:24:358,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,977,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:31:0:136,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,978,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:31:31:924,Step_LSC,30002312,onStandStepChanged 3761,979,E42,Stand Step Changed <*>
20171223-22:31:31:940,Step_LSC,30002312,onExtend:1514039492000 0 0 5,980,E69,Extend <*>
20171223-22:31:32:225,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068666,981,E22,get Today Total Detail Steps <*>
20171223-22:31:32:226,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28136544,982,E58,set Today Total Detail Steps <*>
20171223-22:31:32:241,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,983,E4,calculate Calories With Cache total Calories <*>
20171223-22:31:32:246,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,984,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:31:54:515,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,985,E41,Receive action android intent action SCREEN<*> 
20171223-22:31:59:613,Step_LSC,30002312,onStandStepChanged 3761,986,E42,Stand Step Changed <*>
20171223-22:31:59:618,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,987,E41,Receive action android intent action SCREEN<*> 
20171223-22:31:59:619,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,988,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:31:59:619,Step_StandStepCounter,30002312,flush sensor data,989,E12,flush sensor data
20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039515000 0 0 0,990,E69,Extend <*>
20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039575000 0 0 0,991,E69,Extend <*>
20171223-22:31:59:620,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28136544,992,E22,get Today Total Detail Steps <*>
20171223-22:31:59:621,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28163940,993,E58,set Today Total Detail Steps <*>
20171223-22:31:59:621,Step_LSC,30002312,onStandStepChanged 3761,994,E42,Stand Step Changed <*>
20171223-22:31:59:652,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,995,E4,calculate Calories With Cache total Calories <*>
20171223-22:31:59:655,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,996,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:31:59:656,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,997,E47,REPORT <*>
20171223-22:31:59:723,Step_LSC,30002312,onStandStepChanged 3761,998,E42,Stand Step Changed <*>
20171223-22:31:59:725,Step_LSC,30002312,onExtend:1514039520000 0 0 0,999,E69,Extend <*>
20171223-22:31:59:725,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514039575000",1000,E69,timeStamp back extend Report TimeStamp <*>
20171223-22:31:59:956,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28163940,1001,E22,get Today Total Detail Steps <*>
20171223-22:31:59:957,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28164276,1002,E58,set Today Total Detail Steps <*>
20171223-22:31:59:965,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1003,E4,calculate Calories With Cache total Calories <*>
20171223-22:31:59:968,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1004,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:32:0:95,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1005,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:32:28:791,HiH_HiSyncControl,30002312,startTimer start autoSync,1006,E65,start Timer start auto Sync
20171223-22:32:28:796,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",1007,E64,start Sync Option Sync Option sync Action <*> sync Method <*> sync Scope <*> sync Data Type <*> sync Model <*> push Action <*> app <*> who <*>
20171223-22:32:28:796,HiH_HiSyncControl,30002312,stepSyncOrNot appSynTimes is 0,1008,E34,step Sync Not app Syn Times <*>
20171223-22:32:28:798,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,1009,E36,need Auto Sync auto Sync Switch open
20171223-22:32:28:800,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!",1010,E25,Data Privacy the data Privacy switch open start push health data
20171223-22:32:28:800,HiH_,30002312,initDataPrivacy the dataPrivacy is true,1011,E24,Data Privacy the data Privacy true
20171223-22:32:28:801,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!",1012,E28,User Privacy the user Privacy switch open start push user data
20171223-22:32:28:801,HiH_,30002312,initUserPrivacy the userPrivacy is true,1013,E27,User Privacy the user Privacy true
20171223-22:32:28:801,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,1014,E23,Can Sync not cloud version
20171223-22:32:28:801,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,1015,E54,send Sync Failed Broadcast
20171223-22:33:0:103,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1016,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:33:9:926,Step_LSC,30002312,onStandStepChanged 3761,1017,E42,Stand Step Changed <*>
20171223-22:33:9:938,Step_LSC,30002312,onExtend:1514039590000 0 0 5,1018,E69,Extend <*>
20171223-22:33:10:228,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28164276,1019,E22,get Today Total Detail Steps <*>
20171223-22:33:10:229,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28234547,1020,E58,set Today Total Detail Steps <*>
20171223-22:33:10:244,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1021,E4,calculate Calories With Cache total Calories <*>
20171223-22:33:10:248,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1022,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:33:30:315,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,1023,E41,Receive action android intent action SCREEN<*> 
20171223-22:33:46:274,Step_LSC,30002312,onStandStepChanged 3761,1024,E42,Stand Step Changed <*>
20171223-22:33:46:279,Step_LSC,30002312,onExtend:1514039626000 0 0 0,1025,E69,Extend <*>
20171223-22:33:46:301,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,1026,E41,Receive action android intent action SCREEN<*> 
20171223-22:33:46:303,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,1027,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:33:46:303,Step_StandStepCounter,30002312,flush sensor data,1028,E12,flush sensor data
20171223-22:33:46:304,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28234547,1029,E22,get Today Total Detail Steps <*>
20171223-22:33:46:304,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623,1030,E58,set Today Total Detail Steps <*>
20171223-22:33:46:305,Step_LSC,30002312,onStandStepChanged 3761,1031,E42,Stand Step Changed <*>
20171223-22:33:46:311,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1032,E4,calculate Calories With Cache total Calories <*>
20171223-22:33:46:314,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1033,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:33:46:315,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,1034,E47,REPORT <*>
20171223-22:33:46:405,Step_LSC,30002312,onStandStepChanged 3761,1035,E42,Stand Step Changed <*>
20171223-22:33:46:406,Step_LSC,30002312,onExtend:1514039626000 0 0 0,1036,E69,Extend <*>
20171223-22:33:46:616,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270623,1037,E22,get Today Total Detail Steps <*>
20171223-22:33:46:616,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270935,1038,E58,set Today Total Detail Steps <*>
20171223-22:33:46:622,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1039,E4,calculate Calories With Cache total Calories <*>
20171223-22:33:46:624,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1040,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:34:0:126,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1041,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:35:0:49,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1042,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:36:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1043,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:37:0:122,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1044,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:37:14:939,Step_LSC,30002312,onStandStepChanged 3761,1045,E42,Stand Step Changed <*>
20171223-22:37:14:951,Step_LSC,30002312,onExtend:1514039834000 0 0 5,1046,E69,Extend <*>
20171223-22:37:15:240,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270935,1047,E22,get Today Total Detail Steps <*>
20171223-22:37:15:240,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039760000##7189##549659##8661##16256##28479559,1048,E58,set Today Total Detail Steps <*>
20171223-22:37:15:249,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1049,E4,calculate Calories With Cache total Calories <*>
20171223-22:37:15:253,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1050,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:37:37:466,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,1051,E41,Receive action android intent action SCREEN<*> 
20171223-22:38:31:368,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1052,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:39:25:260,Step_LSC,30002312,onStandStepChanged 3761,1053,E42,Stand Step Changed <*>
20171223-22:39:25:264,Step_LSC,30002312,onExtend:1514039857000 0 0 5,1054,E69,Extend <*>
20171223-22:39:25:265,Step_LSC,30002312,onExtend:1514039917000 0 0 5,1055,E69,Extend <*>
20171223-22:39:25:265,Step_LSC,30002312,onExtend:1514039977000 0 0 0,1056,E69,Extend <*>
20171223-22:39:25:300,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,1057,E41,Receive action android intent action SCREEN<*> 
20171223-22:39:25:301,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,1058,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:39:25:301,Step_StandStepCounter,30002312,flush sensor data,1059,E12,flush sensor data
20171223-22:39:25:301,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039760000##7189##549659##8661##16256##28479559,1060,E22,get Today Total Detail Steps <*>
20171223-22:39:25:302,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609620,1061,E58,set Today Total Detail Steps <*>
20171223-22:39:25:306,Step_LSC,30002312,onStandStepChanged 3761,1062,E42,Stand Step Changed <*>
20171223-22:39:25:310,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1063,E4,calculate Calories With Cache total Calories <*>
20171223-22:39:25:313,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1064,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:39:25:314,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,1065,E47,REPORT <*>
20171223-22:39:25:402,Step_LSC,30002312,onStandStepChanged 3761,1066,E42,Stand Step Changed <*>
20171223-22:39:25:406,Step_LSC,30002312,onExtend:1514039965000 0 0 0,1067,E69,Extend <*>
20171223-22:39:25:406,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514039977000",1068,E69,timeStamp back extend Report TimeStamp <*>
20171223-22:39:25:446,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1069,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:39:25:614,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609620,1070,E22,get Today Total Detail Steps <*>
20171223-22:39:25:614,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609933,1071,E58,set Today Total Detail Steps <*>
20171223-22:39:25:625,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1072,E4,calculate Calories With Cache total Calories <*>
20171223-22:39:25:628,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1073,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:40:0:151,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1074,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:41:0:151,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1075,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:42:0:137,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1076,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:43:0:96,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1077,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:44:0:47,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1078,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:45:0:94,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1079,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:45:48:956,Step_LSC,30002312,onStandStepChanged 3761,1080,E42,Stand Step Changed <*>
20171223-22:45:48:970,Step_LSC,30002312,onExtend:1514040348000 0 0 5,1081,E69,Extend <*>
20171223-22:45:49:258,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609933,1082,E22,get Today Total Detail Steps <*>
20171223-22:45:49:259,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28993578,1083,E58,set Today Total Detail Steps <*>
20171223-22:45:49:273,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1084,E4,calculate Calories With Cache total Calories <*>
20171223-22:45:49:278,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1085,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:45:54:954,Step_LSC,30002312,onStandStepChanged 3761,1086,E42,Stand Step Changed <*>
20171223-22:45:54:974,Step_LSC,30002312,onExtend:1514040354000 0 0 0,1087,E69,Extend <*>
20171223-22:45:55:256,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28993578,1088,E22,get Today Total Detail Steps <*>
20171223-22:45:55:257,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28999575,1089,E58,set Today Total Detail Steps <*>
20171223-22:45:55:268,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1090,E4,calculate Calories With Cache total Calories <*>
20171223-22:45:55:272,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1091,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:46:0:142,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1092,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:47:0:157,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1093,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:48:0:132,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1094,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:49:0:139,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1095,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:50:0:142,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1096,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:51:0:128,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1097,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:51:2:965,Step_LSC,30002312,onStandStepChanged 3761,1098,E42,Stand Step Changed <*>
20171223-22:51:2:978,Step_LSC,30002312,onExtend:1514040662000 0 0 5,1099,E69,Extend <*>
20171223-22:51:3:266,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28999575,1100,E22,get Today Total Detail Steps <*>
20171223-22:51:3:266,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29307585,1101,E58,set Today Total Detail Steps <*>
20171223-22:51:3:275,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1102,E4,calculate Calories With Cache total Calories <*>
20171223-22:51:3:278,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1103,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:51:24:638,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,1104,E41,Receive action android intent action SCREEN<*> 
20171223-22:51:37:252,Step_LSC,30002312,onStandStepChanged 3761,1105,E42,Stand Step Changed <*>
20171223-22:51:37:260,Step_LSC,30002312,onExtend:1514040697000 0 0 0,1106,E69,Extend <*>
20171223-22:51:37:290,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,1107,E41,Receive action android intent action SCREEN<*> 
20171223-22:51:37:292,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,1108,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:51:37:292,Step_StandStepCounter,30002312,flush sensor data,1109,E12,flush sensor data
20171223-22:51:37:292,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29307585,1110,E22,get Today Total Detail Steps <*>
20171223-22:51:37:293,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341612,1111,E58,set Today Total Detail Steps <*>
20171223-22:51:37:295,Step_LSC,30002312,onStandStepChanged 3761,1112,E42,Stand Step Changed <*>
20171223-22:51:37:302,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1113,E4,calculate Calories With Cache total Calories <*>
20171223-22:51:37:306,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1114,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:51:37:307,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,1115,E47,REPORT <*>
20171223-22:51:37:393,Step_LSC,30002312,onStandStepChanged 3761,1116,E42,Stand Step Changed <*>
20171223-22:51:37:394,Step_LSC,30002312,onExtend:1514040697000 0 0 0,1117,E69,Extend <*>
20171223-22:51:37:608,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341612,1118,E22,get Today Total Detail Steps <*>
20171223-22:51:37:608,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341927,1119,E58,set Today Total Detail Steps <*>
20171223-22:51:37:615,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1120,E4,calculate Calories With Cache total Calories <*>
20171223-22:51:37:618,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1121,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:51:40:331,Step_LSC,30002312,onStandStepChanged 3761,1122,E42,Stand Step Changed <*>
20171223-22:51:40:340,Step_LSC,30002312,onExtend:1514040700000 0 0 0,1123,E69,Extend <*>
20171223-22:51:40:632,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341927,1124,E22,get Today Total Detail Steps <*>
20171223-22:51:40:632,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29344951,1125,E58,set Today Total Detail Steps <*>
20171223-22:51:40:641,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1126,E4,calculate Calories With Cache total Calories <*>
20171223-22:51:40:644,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1127,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:51:48:980,Step_LSC,30002312,onStandStepChanged 3761,1128,E42,Stand Step Changed <*>
20171223-22:51:48:993,Step_LSC,30002312,onExtend:1514040708000 0 0 5,1129,E69,Extend <*>
20171223-22:51:49:282,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29344951,1130,E22,get Today Total Detail Steps <*>
20171223-22:51:49:283,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29353602,1131,E58,set Today Total Detail Steps <*>
20171223-22:51:49:298,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1132,E4,calculate Calories With Cache total Calories <*>
20171223-22:51:49:315,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1133,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:52:0:146,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,1134,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:52:8:790,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,1135,E41,Receive action android intent action SCREEN<*> 
20171223-22:52:45:412,Step_LSC,30002312,onStandStepChanged 3761,1136,E42,Stand Step Changed <*>
20171223-22:52:45:415,Step_LSC,30002312,onExtend:1514040766000 0 0 5,1137,E69,Extend <*>
20171223-22:52:45:485,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,1138,E41,Receive action android intent action SCREEN<*> 
20171223-22:52:45:486,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,1139,E43,process Handle Broadcast Action action android intent action <*> 
20171223-22:52:45:486,Step_StandStepCounter,30002312,flush sensor data,1140,E12,flush sensor data
20171223-22:52:45:487,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29353602,1141,E22,get Today Total Detail Steps <*>
20171223-22:52:45:487,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29409806,1142,E58,set Today Total Detail Steps <*>
20171223-22:52:45:487,Step_LSC,30002312,onStandStepChanged 3761,1143,E42,Stand Step Changed <*>
20171223-22:52:45:494,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,1144,E4,calculate Calories With Cache total Calories <*>
20171223-22:52:45:497,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,1145,E3,calculate Altitude With Cache total Altitude <*>
20171223-22:52:45:498,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,1146,E47,REPORT <*>
20171223-22:52:45:587,Step_LSC,30002312,onStandStepChanged 3761,1147,E42,Stand Step Changed <*>
20171223-22:52:45:588,Step_LSC,30002312,onExtend:1514040766000 0 0 5,1148,E69,Extend <*>
20171223-22:52:45:800,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29409806,1149,E22,get Today Total Detail Steps <*>
